soil_moisture,temperature,time,air_temperature,air_humidity,pressure,status
25,13,42,29.5,38.89,100.94,1
42,27,106,29.24,39.17,100.94,0
23,38,10,28.97,39.46,100.94,1
45,0,93,28.74,40.02,100.94,0
32,33,102,28.5,40.58,100.94,0
76,10,13,28.27,41.15,100.95,0
86,17,58,28.04,41.71,100.95,0
25,10,93,27.88,42.2,100.95,0
19,20,8,27.71,42.7,100.95,1
59,24,71,27.34,43.65,100.94,1
59,27,8,26.97,44.6,100.94,1
30,11,101,26.76,45.1,100.94,0
79,43,55,26.54,45.61,100.95,1
51,22,95,26.24,47.4,100.96,0
16,14,2,25.95,49.2,100.96,1
10,12,69,25.74,49.48,100.96,1
79,19,47,25.52,49.76,100.96,1
34,10,73,25.23,50.9,100.96,0
50,6,34,24.94,52.03,100.95,1
56,40,67,24.7,53.0,100.96,1
65,7,74,24.46,53.98,100.96,0
26,15,85,24.2,53.88,100.96,0
7,15,74,23.95,53.77,100.96,1
89,41,109,23.64,54.92,100.97,0
84,25,81,23.33,56.06,100.98,0
37,1,85,23.02,57.17,100.98,0
90,35,27,22.71,58.28,100.99,0
61,31,104,22.44,59.5,100.99,0
14,41,70,22.16,60.72,100.99,1
17,19,82,21.82,62.19,100.99,1
45,17,38,21.47,63.66,100.99,0
28,1,2,21.2,64.84,101.0,0
69,29,106,20.93,66.02,101.0,0
67,1,66,20.64,67.26,101.0,0
71,1,5,20.35,68.51,101.01,0
49,12,68,20.1,69.95,101.02,1
80,40,46,19.86,71.4,101.02,1
65,4,101,19.61,72.84,101.03,0
48,27,46,19.36,74.28,101.04,1
57,5,8,19.17,75.58,101.04,0
85,42,81,18.99,76.88,101.04,1
29,44,29,18.9,77.7,101.05,1
49,26,105,18.8,78.52,101.06,0
56,25,35,18.7,79.34,101.06,1
22,39,47,18.61,80.15,101.07,1
55,1,1,18.52,80.97,101.08,0
1,35,11,18.42,81.79,101.09,1
6,36,81,18.35,82.29,101.1,1
47,44,16,18.28,82.79,101.1,1
87,30,39,18.28,83.05,101.1,0
85,42,83,18.29,83.31,101.11,1
36,6,101,18.21,83.72,101.12,0
78,7,34,18.13,84.12,101.13,0
5,3,79,18.1,84.56,101.14,1
33,7,48,18.07,85.0,101.14,0
17,41,67,18.02,85.4,101.15,1
36,3,66,17.97,85.81,101.15,1
56,20,22,17.92,86.29,101.15,1
71,15,95,17.87,86.76,101.15,0
74,14,79,17.85,86.93,101.16,0
49,23,40,17.83,87.1,101.16,0
12,42,36,17.76,87.49,101.16,1
23,29,31,17.7,87.88,101.17,1
33,24,45,17.63,88.36,101.18,0
32,11,70,17.57,88.85,101.18,1
52,2,10,17.52,89.2,101.18,0
39,20,78,17.46,89.55,101.18,0
63,18,69,17.39,90.07,101.19,1
74,34,19,17.31,90.59,101.2,0
42,30,20,17.3,90.71,101.2,1
50,1,72,17.29,90.83,101.21,0
40,23,32,17.28,90.83,101.22,1
1,12,11,17.28,90.82,101.22,1
68,28,84,17.27,90.82,101.23,1
56,32,67,17.23,90.9,101.24,1
38,27,61,17.18,90.98,101.25,1
49,9,108,17.1,91.21,101.25,0
87,26,1,17.03,91.43,101.25,0
14,1,27,17.08,91.27,101.25,0
4,24,105,17.12,91.11,101.25,0
46,2,85,17.11,90.94,101.25,0
53,8,86,17.1,90.77,101.25,1
42,39,93,17.05,90.78,101.25,0
7,34,21,17.0,90.8,101.25,1
38,34,79,16.98,90.7,101.24,1
15,3,78,16.95,90.61,101.24,1
49,7,8,16.88,90.84,101.24,0
28,6,72,16.8,91.06,101.24,0
19,22,97,16.8,91.07,101.24,0
36,9,65,16.81,91.08,101.24,0
60,27,17,16.8,91.12,101.24,0
57,11,32,16.79,91.15,101.23,1
56,18,7,16.8,91.12,101.23,1
70,35,107,16.81,91.08,101.23,0
77,28,76,16.76,90.88,101.22,1
86,40,27,16.7,90.67,101.22,0
5,12,39,16.67,90.54,101.22,1
16,34,64,16.65,90.42,101.21,1
45,10,30,16.65,89.77,101.21,1
63,40,21,16.65,89.12,101.21,0
40,26,38,16.67,88.48,101.2,1
39,11,85,16.69,87.84,101.2,0
58,13,16,16.76,86.88,101.2,1
81,10,21,16.82,85.93,101.19,0
84,37,40,16.82,85.45,101.18,1
88,40,13,16.83,84.97,101.18,0
13,29,63,16.93,84.42,101.18,1
80,1,40,17.04,83.88,101.18,0
86,35,21,17.08,84.04,101.18,0
2,2,70,17.11,84.19,101.17,1
69,40,88,17.1,84.88,101.16,1
47,18,99,17.08,85.56,101.15,0
76,9,28,17.05,85.96,101.15,0
38,12,76,17.02,86.36,101.14,0
8,43,27,17.04,86.46,101.14,1
60,13,22,17.06,86.55,101.13,0
81,17,54,17.05,86.46,101.12,1
19,27,58,17.04,86.38,101.12,1
34,25,73,16.98,87.15,101.12,1
72,32,67,16.92,87.92,101.12,1
27,44,62,16.91,88.23,101.11,1
69,9,52,16.89,88.54,101.11,1
51,28,46,16.88,88.85,101.1,1
65,44,89,16.87,89.3,101.09,1
58,10,79,16.86,89.75,101.08,0
72,8,31,16.85,90.39,101.07,0
78,27,87,16.84,91.03,101.07,1
22,29,79,16.84,91.33,101.06,1
70,15,88,16.84,91.63,101.06,1
53,30,56,16.79,92.24,101.06,1
79,11,3,16.74,92.84,101.07,0
54,31,54,16.74,93.05,101.07,1
67,26,96,16.75,93.26,101.07,0
41,10,56,16.72,93.62,101.06,0
37,26,92,16.68,93.98,101.06,0
74,38,11,16.67,94.13,101.06,0
82,25,103,16.66,94.28,101.06,0
79,40,51,16.63,94.46,101.06,1
68,15,12,16.61,94.65,101.07,0
31,14,48,16.56,94.87,101.07,1
12,12,49,16.51,95.09,101.06,1
8,32,93,16.45,95.3,101.06,0
78,35,3,16.4,95.52,101.06,0
36,18,110,16.35,95.74,101.05,0
17,17,18,16.3,95.96,101.05,1
74,32,21,16.31,95.98,101.06,0
33,42,82,16.33,96.0,101.06,1
86,31,50,16.34,96.0,101.06,1
62,33,53,16.36,96.0,101.05,1
76,30,109,16.35,96.0,101.06,0
45,2,84,16.34,96.0,101.06,0
64,42,83,16.36,96.0,101.06,1
79,29,110,16.37,96.0,101.06,0
64,40,42,16.34,96.0,101.06,1
8,9,12,16.31,96.0,101.06,0
10,6,40,16.3,96.0,101.06,1
52,36,13,16.3,96.0,101.06,1
35,34,20,16.3,96.0,101.06,1
64,2,81,16.3,96.0,101.06,0
9,34,94,16.28,96.0,101.06,0
32,43,99,16.26,96.0,101.06,0
51,11,103,16.22,96.0,101.06,0
68,1,5,16.18,96.0,101.07,0
5,13,85,16.18,96.0,101.07,1
70,25,40,16.18,96.0,101.08,1
69,33,39,16.21,96.0,101.08,0
74,16,19,16.24,96.0,101.08,0
23,44,88,16.24,96.0,101.08,1
13,34,104,16.23,96.0,101.09,0
81,17,17,16.23,96.0,101.09,0
12,34,24,16.16,96.0,101.09,1
68,42,84,16.08,96.0,101.09,1
23,28,77,16.04,96.0,101.1,0
71,0,31,16.0,96.0,101.1,0
57,33,16,16.0,96.0,101.1,0
15,11,69,16.01,96.0,101.1,1
89,32,75,16.02,96.0,101.1,1
81,9,43,16.04,96.0,101.11,0
72,10,96,16.08,96.0,101.11,0
59,42,98,16.11,96.0,101.11,0
50,35,0,16.22,96.0,101.11,1
15,7,21,16.32,96.0,101.11,1
9,24,20,16.68,95.84,101.12,1
19,34,57,17.03,95.67,101.12,1
75,21,46,17.49,93.72,101.13,1
11,26,88,17.94,91.78,101.14,1
76,5,83,18.55,88.61,101.14,0
23,14,58,19.16,85.44,101.14,0
29,33,37,19.49,83.58,101.14,1
17,36,103,19.83,81.72,101.14,0
54,42,27,20.23,80.19,101.15,1
90,12,94,20.62,78.66,101.16,0
84,42,66,21.28,75.66,101.16,1
4,14,89,21.93,72.66,101.16,1
40,24,1,22.32,70.74,101.16,1
41,25,50,22.72,68.81,101.17,1
22,16,34,22.77,67.86,101.18,0
7,27,26,22.82,66.91,101.18,1
41,0,107,23.78,63.77,101.18,0
37,24,15,24.74,60.63,101.18,1
66,15,38,24.84,58.86,101.19,0
49,25,8,24.95,57.1,101.2,1
59,45,42,25.51,55.66,101.2,1
11,0,46,26.07,54.21,101.2,1
21,31,60,26.66,52.1,101.2,1
5,8,63,27.26,50.0,101.2,1
86,24,55,27.47,48.58,101.21,1
32,34,86,27.68,47.15,101.22,1
19,11,60,28.18,45.84,101.22,1
3,6,61,28.67,44.52,101.23,1
21,40,7,28.86,43.74,101.22,1
54,39,51,29.06,42.97,101.22,1
10,40,13,29.88,41.3,101.22,1
87,20,88,30.71,39.64,101.22,0
82,17,3,30.68,39.02,101.22,0
5,38,73,30.65,38.4,101.23,1
2,35,44,31.06,37.68,101.24,1
38,33,4,31.46,36.96,101.24,1
17,35,86,31.86,35.58,101.24,1
1,7,73,32.26,34.19,101.24,1
30,0,34,32.03,34.01,101.24,0
87,28,22,31.81,33.82,101.23,0
11,45,72,32.2,32.83,101.22,1
18,13,36,32.58,31.83,101.21,1
30,31,84,32.92,31.18,101.21,1
52,30,11,33.27,30.53,101.21,1
28,20,28,33.67,29.58,101.21,1
33,34,34,34.07,28.64,101.21,1
13,3,35,34.26,28.12,101.2,1
21,29,76,34.46,27.61,101.2,1
15,23,22,34.72,27.16,101.19,1
6,42,108,34.99,26.71,101.18,0
1,42,89,35.86,25.41,101.18,1
29,14,30,36.74,24.11,101.18,1
3,37,7,36.61,23.7,101.18,1
17,8,55,36.47,23.3,101.18,1
62,7,24,36.9,21.54,101.18,0
82,6,59,37.33,19.77,101.18,0
30,18,85,37.56,18.77,101.18,1
20,31,102,37.79,17.77,101.17,0
54,29,63,38.22,17.48,101.16,1
42,4,1,38.65,17.19,101.14,0
5,27,1,38.25,16.69,101.14,1
60,12,107,37.84,16.19,101.14,0
38,44,51,36.06,17.04,101.14,1
81,14,31,34.27,17.89,101.13,0
80,37,6,34.45,16.74,101.12,0
34,18,108,34.63,15.58,101.12,0
82,21,77,35.72,14.04,101.12,1
38,8,102,36.82,12.51,101.11,0
10,21,28,37.92,10.98,101.1,1
29,3,14,39.01,9.44,101.1,1
34,9,71,39.26,9.56,101.09,0
59,4,93,39.52,9.68,101.08,0
62,40,58,39.17,10.08,101.07,1
61,38,36,38.83,10.48,101.07,0
16,29,3,36.89,11.99,101.06,1
64,18,3,34.95,13.5,101.06,1
46,44,9,35.28,13.48,101.06,1
72,3,51,35.6,13.47,101.05,0
54,10,44,35.67,13.07,101.04,0
33,17,67,35.75,12.67,101.03,1
82,39,64,36.18,12.37,101.02,1
14,3,109,36.62,12.07,101.01,0
24,3,60,37.36,11.71,101.0,0
21,44,13,38.1,11.35,100.99,1
64,33,25,37.89,10.98,100.99,0
5,22,44,37.67,10.6,100.99,1
89,28,15,36.96,13.43,100.98,0
2,42,8,36.26,16.27,100.98,1
34,3,60,35.58,20.86,100.98,1
17,41,49,34.9,25.46,100.97,1
28,6,61,34.84,25.42,100.96,0
82,10,102,34.77,25.39,100.95,0
38,29,61,34.78,24.74,100.94,1
79,3,17,34.8,24.08,100.94,0
12,6,64,35.02,24.28,100.94,1
50,9,17,35.23,24.47,100.93,1
63,31,4,35.2,24.04,100.93,1
17,28,42,35.18,23.61,100.92,1
65,21,22,35.05,23.91,100.92,0
58,39,11,34.92,24.21,100.92,1
53,33,36,34.78,23.93,100.92,1
37,32,57,34.63,23.65,100.91,1
74,12,68,34.92,23.82,100.91,0
47,3,56,35.2,23.99,100.91,0
25,39,68,34.83,22.99,100.91,1
18,36,75,34.45,21.99,100.91,1
43,8,37,34.16,22.58,100.9,0
30,19,67,33.87,23.18,100.9,0
11,14,88,33.53,23.4,100.9,1
40,44,98,33.2,23.61,100.9,0
26,2,94,32.83,23.78,100.9,0
39,35,0,32.45,23.96,100.89,1
9,23,80,32.46,23.9,100.89,1
37,37,27,32.48,23.84,100.89,1
1,25,55,32.18,23.91,100.89,1
59,35,41,31.89,23.98,100.89,1
20,24,91,31.62,24.53,100.9,0
37,17,8,31.36,25.08,100.9,1
41,24,88,31.17,25.2,100.9,0
86,14,107,30.98,25.33,100.89,0
53,37,83,30.61,25.96,100.89,1
59,39,102,30.24,26.59,100.89,0
33,31,81,30.08,27.5,100.89,1
82,12,30,29.93,28.41,100.89,0
4,18,19,29.71,29.07,100.88,1
86,1,87,29.49,29.73,100.88,0
77,17,2,29.27,30.72,100.88,0
77,26,72,29.05,31.7,100.89,0
19,16,28,28.83,32.69,100.89,1
68,13,90,28.61,33.68,100.89,0
66,6,32,28.39,34.66,100.9,0
26,2,13,28.17,35.65,100.9,1
13,18,108,27.75,36.32,100.91,0
47,3,9,27.33,36.99,100.92,0
83,25,38,26.82,38.49,100.93,0
20,7,47,26.3,39.99,100.93,1
63,20,107,25.84,41.7,100.93,0
63,25,54,25.39,43.4,100.93,1
44,20,7,25.02,44.75,100.93,1
90,7,82,24.64,46.1,100.92,1
64,31,22,24.24,47.58,100.93,0
39,3,24,23.83,49.06,100.94,1
57,19,55,23.47,50.32,100.95,1
21,43,58,23.11,51.57,100.96,1
63,33,47,22.72,53.56,100.96,1
51,11,65,22.33,55.54,100.96,0
8,19,15,22.0,57.42,100.96,1
58,37,92,21.67,59.29,100.97,0
86,36,7,21.47,60.47,100.97,0
82,1,83,21.27,61.66,100.97,0
39,6,27,21.08,63.1,100.98,1
78,39,106,20.89,64.55,100.99,0
58,2,43,20.7,65.69,101.0,0
53,6,85,20.52,66.83,101.01,1
21,44,30,20.37,67.84,101.02,1
81,8,9,20.22,68.86,101.02,0
14,11,86,20.12,69.24,101.02,1
76,33,51,20.03,69.61,101.03,1
2,26,16,19.98,69.24,101.03,1
43,9,31,19.94,68.86,101.03,0
21,33,102,19.9,69.04,101.03,0
12,24,5,19.86,69.21,101.03,1
73,32,25,19.83,69.17,101.04,0
41,12,85,19.8,69.13,101.04,0
25,4,6,19.7,69.8,101.04,0
81,4,9,19.59,70.46,101.04,0
31,30,30,19.62,70.57,101.04,1
21,45,91,19.66,70.69,101.04,0
73,25,110,19.67,71.24,101.04,0
26,43,51,19.68,71.78,101.05,1
55,4,46,19.48,72.84,101.05,0
21,32,5,19.28,73.91,101.05,1
40,12,48,19.21,74.21,101.06,1
41,3,51,19.14,74.51,101.06,0
1,45,45,19.2,74.32,101.07,1
22,4,10,19.27,74.13,101.08,1
59,45,25,19.28,74.2,101.09,1
17,6,92,19.3,74.27,101.1,0
78,16,91,19.21,74.85,101.1,0
7,28,73,19.12,75.44,101.11,1
38,7,17,19.05,75.79,101.11,1
17,35,4,18.98,76.14,101.11,1
53,7,24,18.93,76.26,101.11,1
87,1,81,18.88,76.38,101.11,0
81,5,40,18.92,76.12,101.11,1
22,20,20,18.96,75.87,101.11,1
29,24,92,18.91,76.06,101.1,0
11,37,53,18.86,76.24,101.1,1
20,39,10,18.87,76.29,101.1,1
30,30,18,18.88,76.34,101.11,1
49,34,69,18.77,76.87,101.11,1
11,16,95,18.66,77.39,101.11,0
69,23,110,18.6,77.59,101.11,0
61,12,88,18.54,77.79,101.11,0
66,31,18,18.47,78.21,101.12,0
27,16,102,18.4,78.63,101.12,0
49,9,27,18.33,78.9,101.12,0
83,31,66,18.26,79.18,101.11,1
72,34,72,18.19,79.45,101.11,1
42,18,17,18.16,79.57,101.1,1
17,31,36,18.12,79.69,101.1,1
69,27,13,18.13,79.47,101.1,0
51,10,45,18.14,79.24,101.1,0
62,2,67,18.15,79.02,101.09,0
13,12,12,18.16,78.8,101.09,1
53,32,82,18.13,78.88,101.09,1
46,2,25,18.1,78.95,101.09,1
83,9,29,18.02,79.33,101.09,0
66,16,44,17.93,79.7,101.08,0
42,17,39,17.85,80.08,101.08,1
17,6,61,17.76,80.46,101.08,1
83,24,11,17.76,80.5,101.07,0
58,35,30,17.76,80.53,101.07,1
75,37,67,17.65,80.82,101.06,1
66,14,5,17.54,81.12,101.06,1
26,20,48,17.4,81.3,101.06,1
89,19,35,17.27,81.48,101.05,0
40,14,70,17.06,82.14,101.04,0
75,15,6,16.85,82.8,101.04,0
82,27,5,16.66,83.82,101.04,0
67,21,2,16.48,84.85,101.03,1
1,13,53,16.46,85.33,101.03,1
20,30,30,16.45,85.81,101.03,1
16,24,71,16.49,85.6,101.02,1
80,2,52,16.54,85.4,101.02,0
62,38,45,16.51,85.73,101.02,1
86,4,70,16.48,86.06,101.02,1
35,32,38,16.26,86.56,101.01,1
58,24,79,16.05,87.06,101.0,1
48,27,47,15.84,87.94,101.0,1
77,24,50,15.64,88.82,100.99,1
30,21,31,15.5,89.68,100.99,1
75,5,91,15.37,90.53,100.99,0
84,23,20,15.27,91.08,100.98,0
13,27,7,15.17,91.62,100.98,1
41,20,77,15.16,91.98,100.98,1
57,0,19,15.14,92.33,100.98,0
89,44,30,15.04,92.75,100.98,0
29,16,6,14.93,93.17,100.98,1
13,8,108,15.02,93.46,100.98,0
4,17,71,15.11,93.75,100.97,1
38,25,27,15.2,93.61,100.97,0
84,41,100,15.28,93.47,100.97,0
9,29,71,15.34,93.08,100.97,1
73,27,84,15.39,92.7,100.96,1
46,44,54,15.45,92.31,100.96,1
22,40,5,15.46,92.18,100.96,1
74,25,87,15.47,92.05,100.95,0
28,9,102,15.4,92.34,100.94,0
7,40,45,15.34,92.63,100.93,1
2,20,60,15.34,92.32,100.93,1
7,26,87,15.33,92.02,100.92,1
37,6,18,15.29,92.08,100.92,1
75,45,18,15.25,92.15,100.92,0
62,2,61,15.2,92.15,100.92,0
73,32,5,15.15,92.14,100.92,0
62,45,110,15.1,92.22,100.93,0
86,37,105,15.05,92.31,100.93,0
57,24,99,14.94,92.94,100.94,0
78,27,21,14.84,93.58,100.96,0
44,45,46,14.67,93.65,100.97,1
81,26,22,14.5,93.72,100.98,0
46,25,57,14.14,94.44,100.98,1
64,42,45,13.79,95.16,100.98,1
46,19,34,13.38,95.57,100.99,1
7,7,33,12.98,95.98,101.0,1
72,18,71,12.7,95.99,101.0,0
68,13,66,12.41,96.0,100.99,0
18,11,57,12.2,96.0,100.99,1
60,42,93,11.98,96.0,100.99,0
72,11,60,11.96,96.0,101.0,0
74,28,70,11.94,96.0,101.01,1
12,7,99,12.22,96.0,101.02,0
27,5,32,12.51,96.0,101.02,1
53,20,51,12.78,96.0,101.02,1
83,33,107,13.06,96.0,101.02,0
21,41,74,13.12,96.0,101.02,1
16,10,106,13.18,96.0,101.02,0
89,34,18,13.16,96.0,101.02,0
65,42,62,13.13,96.0,101.03,1
29,7,48,13.16,96.0,101.04,0
22,37,4,13.18,96.0,101.04,1
39,34,110,13.34,96.0,101.04,0
52,33,40,13.51,96.0,101.05,1
79,44,29,13.67,96.0,101.05,0
88,20,80,14.0,96.0,101.04,1
1,8,0,14.32,96.0,101.04,0
42,38,105,14.9,96.0,101.04,0
84,3,23,15.47,96.0,101.05,0
86,5,79,16.38,95.2,101.04,0
85,16,91,17.29,94.41,101.04,0
57,9,53,18.11,90.0,101.04,0
37,23,13,18.93,85.6,101.05,1
1,8,1,19.68,81.84,101.05,0
88,44,30,20.43,78.09,101.05,0
70,18,80,20.54,77.03,101.06,1
4,1,42,20.64,75.97,101.06,1
40,27,67,20.89,75.66,101.06,1
40,5,11,21.14,75.35,101.07,1
29,0,60,22.18,71.97,101.08,0
70,40,74,23.21,68.59,101.09,1
67,43,24,24.23,65.59,101.1,0
77,16,50,25.25,62.58,101.1,1
27,15,17,25.91,60.06,101.1,1
83,11,17,26.57,57.53,101.11,0
31,5,42,26.98,55.8,101.11,1
86,28,67,27.38,54.08,101.11,1
88,28,88,27.5,52.94,101.12,1
81,41,2,27.63,51.8,101.13,0
29,29,49,27.99,50.33,101.13,0
87,21,67,28.35,48.87,101.13,0
90,32,5,28.87,46.34,101.13,0
26,36,70,29.39,43.82,101.13,1
30,13,14,29.42,42.98,101.14,1
43,1,67,29.44,42.14,101.14,0
5,40,17,29.86,41.02,101.15,1
19,42,106,30.29,39.91,101.16,0
45,16,83,30.51,39.35,101.16,1
76,40,48,30.73,38.79,101.17,1
47,14,39,31.57,37.49,101.18,1
44,18,51,32.4,36.19,101.18,0
76,33,90,33.24,34.89,101.19,1
72,17,103,34.08,33.59,101.2,0
86,32,103,34.8,31.39,101.2,0
55,20,72,35.51,29.19,101.2,1
23,8,46,34.67,29.2,101.2,0
51,34,24,33.84,29.2,101.19,1
10,20,70,34.7,28.62,101.18,1
26,13,60,35.55,28.04,101.18,0
63,36,105,35.77,27.28,101.18,0
60,11,59,35.99,26.53,101.18,0
19,18,80,36.62,25.62,101.18,1
11,2,47,37.24,24.72,101.18,1
17,33,82,37.89,23.7,101.18,1
23,23,2,38.53,22.68,101.18,1
11,19,102,38.59,22.44,101.18,0
20,22,75,38.65,22.19,101.17,1
11,38,103,39.14,21.07,101.17,0
34,26,46,39.64,19.95,101.17,0
45,44,73,39.7,19.58,101.17,1
50,16,73,39.77,19.2,101.17,0
19,36,70,39.86,18.88,101.16,1
57,24,53,39.94,18.55,101.16,0
33,28,0,40.17,17.51,101.16,1
78,41,83,40.41,16.47,101.15,1
84,25,38,40.6,16.0,101.15,0
62,37,47,40.78,15.54,101.15,1
77,12,77,41.04,15.88,101.15,0
51,3,94,41.31,16.23,101.15,0
26,25,101,40.82,15.09,101.15,0
76,35,76,40.32,13.95,101.14,1
46,23,39,38.41,15.54,101.14,1
76,18,15,36.5,17.12,101.13,0
87,9,88,38.34,18.22,101.12,0
55,42,84,40.17,19.31,101.11,1
62,37,13,39.88,23.2,101.11,0
27,11,10,39.59,27.1,101.11,1
27,22,11,38.62,29.54,101.1,1
82,27,11,37.65,31.97,101.09,0
51,29,18,36.8,33.33,101.08,1
26,29,50,35.96,34.69,101.06,1
23,14,49,34.76,37.02,101.06,0
72,25,67,33.57,39.34,101.05,1
55,35,84,32.86,41.16,101.04,1
55,44,78,32.15,42.97,101.03,1
4,20,52,32.42,41.94,101.02,1
1,16,17,32.7,40.91,101.01,0
10,0,109,32.65,41.1,101.01,0
49,9,106,32.59,41.29,101.0,0
25,41,0,32.53,41.48,101.0,1
72,45,94,32.48,41.67,101.0,0
47,6,85,32.66,41.19,100.98,0
72,16,28,32.84,40.71,100.97,0
15,34,95,32.18,41.96,100.97,0
4,41,20,31.51,43.2,100.97,1
48,32,21,31.02,44.62,100.97,1
73,31,46,30.53,46.03,100.97,1
78,38,58,30.38,46.48,100.96,1
46,18,32,30.23,46.93,100.96,1
23,45,92,30.3,46.52,100.96,0
41,29,93,30.37,46.12,100.95,0
1,19,11,30.36,45.96,100.94,1
32,40,60,30.35,45.8,100.93,1
59,0,92,30.12,46.37,100.93,0
7,25,44,29.88,46.94,100.93,1
16,29,46,29.65,47.5,100.93,1
79,43,28,29.42,48.07,100.93,0
54,3,67,29.14,48.97,100.93,1
81,4,106,28.87,49.87,100.93,0
37,22,46,29.06,49.86,100.93,0
50,22,77,29.24,49.84,100.93,1
79,0,85,29.2,49.8,100.92,0
90,8,51,29.16,49.75,100.91,0
32,17,73,28.91,50.11,100.92,0
47,33,0,28.66,50.47,100.92,1
79,2,17,28.52,50.99,100.92,0
42,11,34,28.39,51.51,100.92,1
9,17,109,28.03,52.22,100.92,0
3,35,45,27.67,52.92,100.92,1
19,15,30,28.02,52.02,100.92,1
16,17,61,28.38,51.11,100.91,1
87,26,39,28.02,51.93,100.9,0
30,19,62,27.66,52.75,100.9,0
4,17,83,27.58,52.85,100.9,1
27,34,67,27.5,52.95,100.9,1
44,26,73,27.51,52.98,100.9,0
62,0,59,27.52,53.01,100.89,0
1,33,65,27.61,52.63,100.89,1
51,17,33,27.7,52.25,100.89,1
34,16,110,27.48,52.96,100.9,0
41,11,106,27.25,53.66,100.9,0
72,30,7,27.14,53.88,100.9,0
51,11,48,27.04,54.1,100.9,0
44,38,104,26.9,54.28,100.9,0
17,16,82,26.75,54.47,100.9,1
77,43,94,26.49,55.02,100.9,0
18,18,108,26.23,55.56,100.9,0
75,30,26,25.94,56.18,100.9,0
90,23,50,25.64,56.81,100.91,1
73,38,97,25.28,58.06,100.91,0
14,42,51,24.92,59.32,100.91,1
29,16,33,24.56,60.69,100.9,0
86,16,28,24.19,62.06,100.9,0
56,34,75,23.91,63.21,100.9,1
16,28,80,23.63,64.36,100.9,1
11,21,31,23.36,65.3,100.91,1
23,40,0,23.1,66.23,100.92,1
62,33,67,22.75,67.34,100.93,1
52,2,61,22.4,68.46,100.93,0
85,36,30,22.02,69.49,100.94,0
31,13,93,21.64,70.52,100.94,0
31,18,94,21.22,72.04,100.94,0
74,40,53,20.81,73.55,100.94,1
82,27,44,20.47,75.07,100.95,1
83,19,6,20.13,76.59,100.96,0
39,2,102,19.92,77.64,100.97,0
40,18,91,19.71,78.69,100.98,0
84,39,30,19.5,79.5,100.98,0
46,8,16,19.3,80.32,100.98,0
68,31,66,19.17,80.88,100.98,1
13,20,51,19.04,81.45,100.99,1
50,11,28,18.95,81.76,101.0,1
24,29,63,18.87,82.06,101.0,1
2,4,46,18.86,81.9,101.0,1
77,21,50,18.84,81.73,101.0,0
19,11,85,18.76,81.71,101.01,1
78,31,103,18.69,81.68,101.02,0
85,35,74,18.65,81.77,101.03,1
83,38,3,18.6,81.86,101.04,0
4,37,4,18.64,81.4,101.04,1
16,7,75,18.67,80.95,101.04,1
75,36,66,18.74,80.05,101.04,1
42,10,11,18.8,79.15,101.04,1
45,31,67,18.79,79.16,101.04,1
32,32,105,18.78,79.17,101.05,0
34,17,17,18.77,79.13,101.06,1
72,13,65,18.76,79.1,101.07,1
79,9,5,18.81,78.64,101.07,0
69,23,0,18.86,78.19,101.08,1
69,40,70,18.74,77.97,101.08,1
13,3,77,18.63,77.76,101.09,1
29,3,19,18.72,77.24,101.09,1
53,23,56,18.8,76.71,101.09,1
41,32,70,18.65,77.59,101.1,1
39,9,13,18.5,78.47,101.1,1
20,17,78,18.39,79.12,101.1,1
39,4,95,18.28,79.78,101.11,0
43,24,91,18.19,80.0,101.12,0
90,22,99,18.09,80.22,101.12,0
40,27,26,18.03,80.54,101.12,1
55,33,4,17.97,80.85,101.13,1
52,12,84,18.13,79.97,101.14,0
16,23,58,18.3,79.1,101.15,1
66,22,33,18.42,78.1,101.15,0
49,25,108,18.54,77.09,101.15,0
31,40,44,18.45,77.71,101.15,1
70,40,2,18.35,78.33,101.15,0
88,31,61,18.26,78.95,101.15,1
39,17,10,18.19,80.0,101.15,0
90,6,27,18.11,81.04,101.15,0
4,0,74,18.03,81.52,101.15,1
63,33,19,17.95,82.0,101.15,0
62,38,54,17.88,82.24,101.15,1
44,9,23,17.82,82.49,101.14,0
46,33,95,17.8,82.78,101.14,0
22,5,79,17.77,83.07,101.14,0
45,0,4,17.73,83.17,101.14,0
1,33,110,17.68,83.27,101.13,0
31,42,46,17.66,83.44,101.13,1
85,1,99,17.64,83.62,101.13,0
40,34,86,17.72,83.56,101.13,1
14,7,45,17.8,83.5,101.13,1
36,39,75,17.74,83.75,101.12,1
77,4,48,17.69,84.0,101.12,0
6,7,71,17.67,84.64,101.12,1
61,32,94,17.65,85.28,101.11,0
45,22,81,17.63,85.52,101.1,1
6,44,104,17.61,85.75,101.1,0
26,21,42,17.68,85.55,101.1,0
3,18,110,17.75,85.35,101.1,0
55,14,0,17.92,83.9,101.1,1
45,36,101,18.08,82.45,101.09,0
51,21,87,18.05,82.08,101.09,1
81,22,36,18.01,81.71,101.09,0
22,14,12,18.0,81.88,101.09,1
8,14,100,17.98,82.04,101.09,0
86,26,53,17.94,82.25,101.08,1
39,23,63,17.91,82.46,101.07,1
40,29,50,17.76,83.04,101.06,1
76,35,103,17.61,83.63,101.06,0
24,13,89,17.56,83.92,101.06,0
86,16,45,17.5,84.22,101.05,1
39,5,28,17.46,84.46,101.04,1
21,7,74,17.43,84.71,101.04,0
67,32,40,17.38,84.92,101.04,1
8,3,42,17.34,85.13,101.03,1
